0,0
1,1.43120950596443
2,0.00462347779359717
3,0.0812935814971876
4,-0.432104457001861
5,0.636266881268436
6,0.943960433912571
7,1.56311502518582
8,1.3081997360287
9,1.3141794081935
10,1.17433694190675
11,1.87285754607779
12,1.46948583162703
13,0.571557119122095
14,0.721810305173923
15,0.947657259584315
16,1.94861781884287
17,2.69512384553116
18,2.56841070039566
19,3.23765027453379
20,2.16477045821052
21,2.49094218679339
22,2.93443837307115
23,2.24663612718004
24,1.983645559394
25,2.43578182300561
26,3.25395759291034
27,3.46255178602982
28,3.24530554885456
29,3.52656575681515
30,2.45800153497627
31,1.82116566414569
32,3.92331177300609
33,4.43104427853545
34,1.89581599093557
35,3.47663094656411
36,3.68433210225447
37,4.0744053579912
38,2.77115207885211
39,4.98966382229489
40,4.22193968944285
41,4.53062510303043
42,4.20037443815469
43,5.05023720423592
44,3.62871996729833
45,4.00620737631223
46,4.05531608844228
47,4.61745207486153
48,4.71612014007124
49,5.40231407016606
50,3.95786251622232
51,5.11837237379393
52,4.2487934051033
53,5.75414327780088
54,6.04206663429277
55,5.5394812220231
56,4.96771131371713
57,5.67388369769195
58,5.59486134678607
59,6.57140469932953
60,6.19430629107153
